district_code,district_name,category,student_group,2021_2022_student_count,2021_2022_attendance_rate,2020_2021_student_count,2020_2021_attendance_rate,2019_2020_student_count,2019_2020_attendance_rate,reporting_period,date_update
90011,bethel school district,english learners,english learners,0.00029384426254085334,0.8366784730421095,0.00036888319102102026,0.7854291417165675,0.0004367104295106089,0.7679661813057779,Jun-22,2022-07-22
90011,bethel school district,race/ethnicity,all other races,0.000727614364386875,0.9142070051160958,0.0007297033614732751,0.9208250166334002,0.0007062119107851738,0.8215124471582902,Jun-22,2022-07-22
90011,bethel school district,race/ethnicity,black or african american,0.0002158855806422596,0.885871704053522,0.0002237488207832418,0.85395874916833,0.00019868357378635812,0.7895725692813524,Jun-22,2022-07-22
90011,bethel school district,race/ethnicity,hispanic/latino of any race,0.0014472329665277401,0.8622589531680442,0.0013868395378276608,0.8220226214238195,0.0013475074063728247,0.8013151714419919,Jun-22,2022-07-22
90011,bethel school district,race/ethnicity,white,0.003650065465303389,0.8709169618260528,0.003811792973883876,0.8825681969394545,0.003806462527491118,0.7876937529356507,Jun-22,2022-07-22
90011,bethel school district,high needs,students without high needs,0.0036000919512658293,0.9031877213695392,0.003533618764261467,0.9254823685961413,0.0035507311948948157,0.815875998121184,Jun-22,2022-07-22
90011,bethel school district,high needs,students with high needs,0.002390732911556875,0.835104289649744,0.0025035678866016783,0.8040585495675319,0.002508134223540659,0.7642085486143735,Jun-22,2022-07-22
110011,bloomfield school district,unknown,all students,0.0034261841224151202,0.8425816607634791,0.0035396660296880414,0.8326679973386564,0.003753349096874963,0.7801784875528419,Jun-22,2022-07-22
110011,bloomfield school district,students with disabilities,students with disabilities,0.0006976302559643389,0.7768595041322315,0.000701482789482596,0.7395209580838324,0.000716047731269647,0.730389854391734,Jun-22,2022-07-22
110011,bloomfield school district,free/reduced lunch,free meal eligible,0.0015092001239343147,0.7981109799291617,0.001810148117687848,0.776779773785762,0.0019848685737666864,0.7515265382808831,Jun-22,2022-07-22
